facility_id,country_name,facility_name,city,operational_status,year_operational,facility_type,control_category,control_rationale,hyperscaler_presence,chinese_role,operator_name,ownership_type,major_shareholders,controlling_entities,control_mechanisms,dfi_involvement,investment_usd,key_tenants,ultimate_parent_hq_country,ultimate_parent_company,control_confidence
UGA-011,Uganda,Liquid Intelligent Technologies Kampala,Kampala,Operational,,Enterprise,African control,Econet Group / Strive Masiyiwa (Zimbabwe) ultimate control; UK domicile and US DFC/Google/NVIDIA minority positions do not transfer control,Yes,None identified,Liquid Intelligent Technologies Uganda,Private foreign,"Not disclosed with %; known: Econet Group (likely largest), Strive Masiyiwa, Google LLC, NVIDIA, IFC, DFC, BII, Finnfund, PIC, Royal Bafokeng, Afreximbank/FEDA, Gateway Capital [Investor List](https://www.cassavatechnologies.com/cassava-technologies-secures-investment-to-accelerate-growth/)","Strive Masiyiwa (Founder/Exec Chairman, Zimbabwean); Econet Group [Leadership](https://www.cassavatechnologies.com/executive-leadership/)",Founder-led exec chair; Group CEO Hardy Pemhiwa; exec team (no full public board). [Exec Leadership](https://www.cassavatechnologies.com/executive-leadership/),"Yes: IFC (debt/investor), DFC ($90M), BII (investor), Finnfund ($90M), Afreximbank/FEDA. No AfDB/Proparco found. [Investors](https://www.cassavatechnologies.com/secures-usd-310-million-in-funding-and-completes-business-reorganisation/)",,Financial services; enterprises; government; SMEs,UK / Zimbabwe,None (standalone private; controlled by Econet Group / Strive Masiyiwa),high
UGA-012,Uganda,RENU Makerere University Data Centre,Kampala,Operational,,Research,African control,African ultimate parent (Uganda),Yes,None identified,Research and Education Network for Uganda (RENU),Government / SOE,Cooperatively owned by ~300 Ugandan research/education institutions (no individual stakes; universities like Makerere dominant),Government of Uganda,Equity,None identified for data centre,,Universities; research institutions; schools; health facilities (RENU members),Uganda,Government of Uganda,high
UGA-014,Uganda,Aeonian Project - Karuma Hyperscale AI Data Centre,Kiryandongo,Under construction,2026,Hyperscale,African control,African ultimate parent (Uganda),Yes,None identified,Synectics Technologies Limited,Private domestic,Unknown (not publicly disclosed),Privately held; likely founders/management (Oladele Oyekunle et al.),Equity,None found,1200000000,NVIDIA (AI infrastructure); GIZ; EU Development Fund; Schneider Electric; MDCS.AI; Automation NV; regional AI researchers and developers,Uganda,Privately held; likely founders/management (Oladele Oyekunle et al.),high
UGA-015,Uganda,Airtel NXtra Uganda (Edge/Planned),Kampala,Planned,,Edge,Other foreign control,Ultimate parent HQ: India,Yes,Construction/Equipment,Nxtra by Airtel (Airtel Africa),Private foreign,"1. Bharti Airtel Limited (62.33%), 2. Bharti Overseas Pvt Ltd (16.21%), 3. Warburg Pincus LLC (3.96%), 4. Qatar Holding LLC (3.67%), 5. GIC Pte Ltd (3.06%) [MarketScreener](https://www.marketscreener.com/quote/stock/AIRTEL-AFRICA-PLC-61661826/company/)","Bharti Airtel Limited (India), Bharti family via Bharti Enterprises","~62% direct stake by Bharti Airtel; board with Bharti family/non-execs (Sunil Bharti Mittal, Shravin Bharti Mittal); majority voting control [Airtel Africa FY25 FS](https://assets.airtel.in/static-assets/cms/investor/docs/annual_results_2024_25/Airtel_Africa_plc_FS.pdf)",IFC: $194M loan (2022) for ops in 6 countries; potential $100M (2025) Kenya/Rwanda; BII (CDC): â‚¬30M (2014) debt [IFC](https://www.ifc.org/en/pressroom/2022/ifc-loan-to-airtel-africa-to-support-mobile-internet-connectivity-expansion-across-africa); [BII](https://www.bii.co.uk/en/our-impact/investment/bharti-airtel-investment-01/),,Enterprises; government; SMEs; telecom,India,Bharti Airtel Limited (ultimate controlling entity: Bharti Enterprises (Holding) Private Limited),high
ZAF-001,South Africa,Teraco JB1 (Isando Campus),Johannesburg (Isando),Operational,2008,Colocation/carrier-neutral,US control,Digital Realty Trust (NYSE:DLR),Yes,Construction/Equipment,Teraco (a Digital Realty Company),Private foreign,"1. Vanguard Group (15.79%), 2. BlackRock (11.29%), 3. Cohen &amp; Steers (8.15%), 4. Norges Bank (6.40%), 5. State Street (6.01%) as of Dec 2025 [Yahoo Finance](https://finance.yahoo.com/quote/DLR/holders/)",,Equity,"None identified (searches for IFC, DFC, BII, AfDB returned no direct involvement)",,NAPAfrica (IXP host); 650+ clients; cloud providers,USA,Digital Realty Trust (self),high
ZAF-002,South Africa,Teraco JB3 (Isando Campus),Johannesburg (Isando),Operational,2020,Colocation/carrier-neutral,US control,Digital Realty Trust (NYSE:DLR),Yes,Construction/Equipment,Teraco (a Digital Realty Company),Private foreign,"1. Vanguard Group (15.79%), 2. BlackRock (11.29%), 3. Cohen &amp; Steers (8.15%), 4. Norges Bank (6.40%), 5. State Street (6.01%) as of Dec 2025 [Yahoo Finance](https://finance.yahoo.com/quote/DLR/holders/)",,Equity,"None identified (searches for IFC, DFC, BII, AfDB returned no direct involvement)",,NAPAfrica (IXP host); 650+ clients; hyperscalers,USA,Digital Realty Trust (self),high
ZAF-003,South Africa,Teraco JB5 (Isando Campus),Johannesburg (Isando),Operational,2025,Colocation/carrier-neutral,US control,Digital Realty Trust (NYSE:DLR),Yes,Construction/Equipment,Teraco (a Digital Realty Company),Private foreign,"1. Vanguard Group (15.79%), 2. BlackRock (11.29%), 3. Cohen &amp; Steers (8.15%), 4. Norges Bank (6.40%), 5. State Street (6.01%) as of Dec 2025 [Yahoo Finance](https://finance.yahoo.com/quote/DLR/holders/)",,Equity,"None identified (searches for IFC, DFC, BII, AfDB returned no direct involvement)",,Hyperscalers; cloud providers,USA,Digital Realty Trust (self),high
ZAF-004,South Africa,Teraco JB7 (Isando Campus - Under Construction),Johannesburg (Isando),Under construction,2026,Colocation/carrier-neutral,US control,Digital Realty Trust (NYSE:DLR),Yes,Construction/Equipment,Teraco (a Digital Realty Company),Private foreign,"1. Vanguard Group (15.79%), 2. BlackRock (11.29%), 3. Cohen &amp; Steers (8.15%), 4. Norges Bank (6.40%), 5. State Street (6.01%) as of Dec 2025 [Yahoo Finance](https://finance.yahoo.com/quote/DLR/holders/)",,Equity,"None identified (searches for IFC, DFC, BII, AfDB returned no direct involvement)",877000000,Hyperscalers; AI workloads,USA,Digital Realty Trust (self),high
ZAF-005,South Africa,Teraco JB2 (Bredell Campus),Johannesburg (Kempton Park),Operational,2014,Colocation/carrier-neutral,US control,Digital Realty Trust (NYSE:DLR),Yes,Construction/Equipment,Teraco (a Digital Realty Company),Private foreign,"1. Vanguard Group (15.79%), 2. BlackRock (11.29%), 3. Cohen &amp; Steers (8.15%), 4. Norges Bank (6.40%), 5. State Street (6.01%) as of Dec 2025 [Yahoo Finance](https://finance.yahoo.com/quote/DLR/holders/)",,Equity,"None identified (searches for IFC, DFC, BII, AfDB returned no direct involvement)",,Enterprise clients; ISPs,USA,Digital Realty Trust (self),high
ZAF-006,South Africa,Teraco JB4 (Bredell Campus),Johannesburg (Kempton Park),Operational,2022,Colocation/carrier-neutral,US control,Digital Realty Trust (NYSE:DLR),Yes,Construction/Equipment,Teraco (a Digital Realty Company),Private foreign,"1. Vanguard Group (15.79%), 2. BlackRock (11.29%), 3. Cohen &amp; Steers (8.15%), 4. Norges Bank (6.40%), 5. State Street (6.01%) as of Dec 2025 [Yahoo Finance](https://finance.yahoo.com/quote/DLR/holders/)",,Equity,"None identified (searches for IFC, DFC, BII, AfDB returned no direct involvement)",,Hyperscalers; major cloud providers,USA,Digital Realty Trust (self),high
ZAF-007,South Africa,Teraco CT1 (Cape Town - Rondebosch),Cape Town (Rondebosch),Operational,2013,Colocation/carrier-neutral,US control,Digital Realty Trust (NYSE:DLR),Yes,Construction/Equipment,Teraco (a Digital Realty Company),Private foreign,"1. Vanguard Group (15.79%), 2. BlackRock (11.29%), 3. Cohen &amp; Steers (8.15%), 4. Norges Bank (6.40%), 5. State Street (6.01%) as of Dec 2025 [Yahoo Finance](https://finance.yahoo.com/quote/DLR/holders/)",,Equity,"None identified (searches for IFC, DFC, BII, AfDB returned no direct involvement)",,NAPAfrica; CINX (IXP host); ISPs,USA,Digital Realty Trust (self),high
ZAF-008,South Africa,Teraco CT2 (Cape Town - Brackenfell),Cape Town (Brackenfell),Operational,2020,Colocation/carrier-neutral,US control,Digital Realty Trust (NYSE:DLR),Yes,Construction/Equipment,Teraco (a Digital Realty Company),Private foreign,"1. Vanguard Group (15.79%), 2. BlackRock (11.29%), 3. Cohen &amp; Steers (8.15%), 4. Norges Bank (6.40%), 5. State Street (6.01%) as of Dec 2025 [Yahoo Finance](https://finance.yahoo.com/quote/DLR/holders/)",,Equity,"None identified (searches for IFC, DFC, BII, AfDB returned no direct involvement)",,Hyperscalers; CINX; cloud providers,USA,Digital Realty Trust (self),high
ZAF-009,South Africa,Teraco DB1 (Durban - Riverhorse Valley),Durban (Riverhorse Valley),Operational,2011,Colocation/carrier-neutral,US control,Digital Realty Trust (NYSE:DLR),Yes,Construction/Equipment,Teraco (a Digital Realty Company),Private foreign,"1. Vanguard Group (15.79%), 2. BlackRock (11.29%), 3. Cohen &amp; Steers (8.15%), 4. Norges Bank (6.40%), 5. State Street (6.01%) as of Dec 2025 [Yahoo Finance](https://finance.yahoo.com/quote/DLR/holders/)",,Equity,"None identified (searches for IFC, DFC, BII, AfDB returned no direct involvement)",,NAPAfrica; 250+ network providers,USA,Digital Realty Trust (self),high
ZAF-010,South Africa,Africa Data Centres JHB1 (Midrand),Johannesburg (Midrand),Operational,2017,Colocation/carrier-neutral,African control,Econet Group / Strive Masiyiwa (Zimbabwe) ultimate control; UK domicile and US DFC/Google/NVIDIA minority positions do not transfer control,Yes,None identified,Africa Data Centres (Cassava Technologies),Private foreign,"Not disclosed with %; known: Econet Group (likely largest), Strive Masiyiwa, Google LLC, NVIDIA, IFC, DFC, BII, Finnfund, PIC, Royal Bafokeng, Afreximbank/FEDA, Gateway Capital [Investor List](https://www.cassavatechnologies.com/cassava-technologies-secures-investment-to-accelerate-growth/)","Strive Masiyiwa (Founder/Exec Chairman, Zimbabwean); Econet Group [Leadership](https://www.cassavatechnologies.com/executive-leadership/)",Founder-led exec chair; Group CEO Hardy Pemhiwa; exec team (no full public board). [Exec Leadership](https://www.cassavatechnologies.com/executive-leadership/),"Yes: IFC (debt/investor), DFC ($90M), BII (investor), Finnfund ($90M), Afreximbank/FEDA. No AfDB/Proparco found. [Investors](https://www.cassavatechnologies.com/secures-usd-310-million-in-funding-and-completes-business-reorganisation/)",300000000,JINX (on-site IXP); cloud providers; enterprises,UK / Zimbabwe,None (standalone private; controlled by Econet Group / Strive Masiyiwa),high
ZAF-011,South Africa,Africa Data Centres JHB2 (Samrand),Johannesburg (Centurion/Samrand),Operational,2021,Colocation/carrier-neutral,African control,Econet Group / Strive Masiyiwa (Zimbabwe) ultimate control; UK domicile and US DFC/Google/NVIDIA minority positions do not transfer control,Yes,None identified,Africa Data Centres (Cassava Technologies),Private foreign,"Not disclosed with %; known: Econet Group (likely largest), Strive Masiyiwa, Google LLC, NVIDIA, IFC, DFC, BII, Finnfund, PIC, Royal Bafokeng, Afreximbank/FEDA, Gateway Capital [Investor List](https://www.cassavatechnologies.com/cassava-technologies-secures-investment-to-accelerate-growth/)","Strive Masiyiwa (Founder/Exec Chairman, Zimbabwean); Econet Group [Leadership](https://www.cassavatechnologies.com/executive-leadership/)",Founder-led exec chair; Group CEO Hardy Pemhiwa; exec team (no full public board). [Exec Leadership](https://www.cassavatechnologies.com/executive-leadership/),"Yes: IFC (debt/investor), DFC ($90M), BII (investor), Finnfund ($90M), Afreximbank/FEDA. No AfDB/Proparco found. [Investors](https://www.cassavatechnologies.com/secures-usd-310-million-in-funding-and-completes-business-reorganisation/)",300000000,Two major South African banks; JINX; cloud providers,UK / Zimbabwe,None (standalone private; controlled by Econet Group / Strive Masiyiwa),high
ZAF-012,South Africa,Africa Data Centres CPT1 (Cape Town - Elfindale),Cape Town (Elfindale),Operational,2017,Colocation/carrier-neutral,African control,Econet Group / Strive Masiyiwa (Zimbabwe) ultimate control; UK domicile and US DFC/Google/NVIDIA minority positions do not transfer control,Yes,None identified,Africa Data Centres (Cassava Technologies),Private foreign,"Not disclosed with %; known: Econet Group (likely largest), Strive Masiyiwa, Google LLC, NVIDIA, IFC, DFC, BII, Finnfund, PIC, Royal Bafokeng, Afreximbank/FEDA, Gateway Capital [Investor List](https://www.cassavatechnologies.com/cassava-technologies-secures-investment-to-accelerate-growth/)","Strive Masiyiwa (Founder/Exec Chairman, Zimbabwean); Econet Group [Leadership](https://www.cassavatechnologies.com/executive-leadership/)",Founder-led exec chair; Group CEO Hardy Pemhiwa; exec team (no full public board). [Exec Leadership](https://www.cassavatechnologies.com/executive-leadership/),"Yes: IFC (debt/investor), DFC ($90M), BII (investor), Finnfund ($90M), Afreximbank/FEDA. No AfDB/Proparco found. [Investors](https://www.cassavatechnologies.com/secures-usd-310-million-in-funding-and-completes-business-reorganisation/)",300000000,CINX (on-site IXP); cloud providers; enterprises,UK / Zimbabwe,None (standalone private; controlled by Econet Group / Strive Masiyiwa),high
ZAF-013,South Africa,Africa Data Centres CPT2 (Cape Town - Under Construction),Cape Town (Brackenfell/North),Under construction,2026,Colocation/carrier-neutral,African control,Econet Group / Strive Masiyiwa (Zimbabwe) ultimate control; UK domicile and US DFC/Google/NVIDIA minority positions do not transfer control,Yes,None identified,Africa Data Centres (Cassava Technologies),Private foreign,"Not disclosed with %; known: Econet Group (likely largest), Strive Masiyiwa, Google LLC, NVIDIA, IFC, DFC, BII, Finnfund, PIC, Royal Bafokeng, Afreximbank/FEDA, Gateway Capital [Investor List](https://www.cassavatechnologies.com/cassava-technologies-secures-investment-to-accelerate-growth/)","Strive Masiyiwa (Founder/Exec Chairman, Zimbabwean); Econet Group [Leadership](https://www.cassavatechnologies.com/executive-leadership/)",Founder-led exec chair; Group CEO Hardy Pemhiwa; exec team (no full public board). [Exec Leadership](https://www.cassavatechnologies.com/executive-leadership/),"Yes: IFC (debt/investor), DFC ($90M), BII (investor), Finnfund ($90M), Afreximbank/FEDA. No AfDB/Proparco found. [Investors](https://www.cassavatechnologies.com/secures-usd-310-million-in-funding-and-completes-business-reorganisation/)",300000000,Hyperscalers; enterprises,UK / Zimbabwe,None (standalone private; controlled by Econet Group / Strive Masiyiwa),high
ZAF-014,South Africa,NTT GDC Johannesburg 1 (Samrand/Centurion),Johannesburg (Centurion/Samrand),Operational,2022,Colocation/carrier-neutral,Other foreign control,Ultimate parent HQ: Japan,Yes,None identified,NTT DATA Inc.,Private foreign,"[NTT IR](https://group.ntt/en/ir/shares/digest.html): 1. Minister of Finance (35.70%), 2. Master Trust Bank Japan Trust (10.10%), 3. Custody Bank Japan Trust (4.08%), 4. Toyota Motor (2.47%), 5. State Street Bank (1.10%) (Dec 31, 2025)","Japanese Government (MOF), NTT Board/Management",Govt min 1/3 stake per NTT Law; 50% independent board directors; Nomination/Compensation Committees w/ majority independents; one-share-one-vote ([NTT Governance](https://group.ntt/en/sustainability/governance/corporate-governance/)),None identified,,Financial services; enterprises; government,Japan,Nippon Telegraph and Telephone Corporation (NTT),high
ZAF-015,South Africa,OADC Parklands (ex-NTT/IS Parklands),Johannesburg (Rosebank/Parklands),Operational,2010,Colocation/carrier-neutral,African control,Owned by 10 African telecom operators + African Capital Alliance; Mauritius holdco domicile only,Yes,None identified,Open Access Data Centres (WIOCC Group),Private foreign,"Historical largest: Dalkom Somalia Limited, Djibouti Telecom; Recent investors: African Capital Alliance (ACA/CAPE IV ~$75M), IFC (~$30M+), African telcos (Telkom Kenya etc.) - exact % unavailable [Verdant Capital](https://verdant-cap.com/verdant-capital-advises-wiocc-on-usd-80-million-equity-capital-raise/)","African telcos, ACA, IFC [LinkedIn](https://www.linkedin.com/pulse/wiocc-group-secures-additional-usd-65-million-debt-raise-expand-pzfmf)",Holding structure in Mauritius; board control by major shareholders; CEO Chris Wood [Wikipedia](https://en.wikipedia.org/wiki/West_Indian_Ocean_Cable_Company),"Extensive: IFC, Proparco, RMB, EAAIF (PIDG/BII-related), historical AfDB, AFD, KfW, EIB [IFC](https://www.ifc.org/en/pressroom/2024/ifc-proparco-and-rmb-partner-with-wiocc-group-to-expand-digital-infrastructure-in-africa)",,Carriers; enterprises; NTT DATA clients (leaseback),Mauritius,WIOCC Holding Company Ltd. / WIOCC Group [IFC EWS](https://ewsdata.rightsindevelopment.org/projects/48053-wiocc-slf-loan/),high
ZAF-016,South Africa,OADC Bryanston (ex-NTT/IS Bryanston),Johannesburg (Bryanston),Operational,2012,Colocation/carrier-neutral,African control,Owned by 10 African telecom operators + African Capital Alliance; Mauritius holdco domicile only,Yes,None identified,Open Access Data Centres (WIOCC Group),Private foreign,"Historical largest: Dalkom Somalia Limited, Djibouti Telecom; Recent investors: African Capital Alliance (ACA/CAPE IV ~$75M), IFC (~$30M+), African telcos (Telkom Kenya etc.) - exact % unavailable [Verdant Capital](https://verdant-cap.com/verdant-capital-advises-wiocc-on-usd-80-million-equity-capital-raise/)","African telcos, ACA, IFC [LinkedIn](https://www.linkedin.com/pulse/wiocc-group-secures-additional-usd-65-million-debt-raise-expand-pzfmf)",Holding structure in Mauritius; board control by major shareholders; CEO Chris Wood [Wikipedia](https://en.wikipedia.org/wiki/West_Indian_Ocean_Cable_Company),"Extensive: IFC, Proparco, RMB, EAAIF (PIDG/BII-related), historical AfDB, AFD, KfW, EIB [IFC](https://www.ifc.org/en/pressroom/2024/ifc-proparco-and-rmb-partner-with-wiocc-group-to-expand-digital-infrastructure-in-africa)",,Carriers; enterprises; NTT DATA clients,Mauritius,WIOCC Holding Company Ltd. / WIOCC Group [IFC EWS](https://ewsdata.rightsindevelopment.org/projects/48053-wiocc-slf-loan/),high
ZAF-017,South Africa,OADC Isando (JHB1),Johannesburg (Isando),Operational,2018,Colocation/carrier-neutral,African control,Owned by 10 African telecom operators + African Capital Alliance; Mauritius holdco domicile only,Yes,None identified,Open Access Data Centres (WIOCC Group),Private foreign,"Historical largest: Dalkom Somalia Limited, Djibouti Telecom; Recent investors: African Capital Alliance (ACA/CAPE IV ~$75M), IFC (~$30M+), African telcos (Telkom Kenya etc.) - exact % unavailable [Verdant Capital](https://verdant-cap.com/verdant-capital-advises-wiocc-on-usd-80-million-equity-capital-raise/)","African telcos, ACA, IFC [LinkedIn](https://www.linkedin.com/pulse/wiocc-group-secures-additional-usd-65-million-debt-raise-expand-pzfmf)",Holding structure in Mauritius; board control by major shareholders; CEO Chris Wood [Wikipedia](https://en.wikipedia.org/wiki/West_Indian_Ocean_Cable_Company),"Extensive: IFC, Proparco, RMB, EAAIF (PIDG/BII-related), historical AfDB, AFD, KfW, EIB [IFC](https://www.ifc.org/en/pressroom/2024/ifc-proparco-and-rmb-partner-with-wiocc-group-to-expand-digital-infrastructure-in-africa)",,Carriers; ISPs; enterprises,Mauritius,WIOCC Holding Company Ltd. / WIOCC Group [IFC EWS](https://ewsdata.rightsindevelopment.org/projects/48053-wiocc-slf-loan/),high
ZAF-018,South Africa,OADC Cape Town/Rondebosch (ex-NTT/IS),Cape Town (Rondebosch),Operational,2008,Colocation/carrier-neutral,African control,Owned by 10 African telecom operators + African Capital Alliance; Mauritius holdco domicile only,Yes,None identified,Open Access Data Centres (WIOCC Group),Private foreign,"Historical largest: Dalkom Somalia Limited, Djibouti Telecom; Recent investors: African Capital Alliance (ACA/CAPE IV ~$75M), IFC (~$30M+), African telcos (Telkom Kenya etc.) - exact % unavailable [Verdant Capital](https://verdant-cap.com/verdant-capital-advises-wiocc-on-usd-80-million-equity-capital-raise/)","African telcos, ACA, IFC [LinkedIn](https://www.linkedin.com/pulse/wiocc-group-secures-additional-usd-65-million-debt-raise-expand-pzfmf)",Holding structure in Mauritius; board control by major shareholders; CEO Chris Wood [Wikipedia](https://en.wikipedia.org/wiki/West_Indian_Ocean_Cable_Company),"Extensive: IFC, Proparco, RMB, EAAIF (PIDG/BII-related), historical AfDB, AFD, KfW, EIB [IFC](https://www.ifc.org/en/pressroom/2024/ifc-proparco-and-rmb-partner-with-wiocc-group-to-expand-digital-infrastructure-in-africa)",,Carriers; enterprises; NTT DATA clients,Mauritius,WIOCC Holding Company Ltd. / WIOCC Group [IFC EWS](https://ewsdata.rightsindevelopment.org/projects/48053-wiocc-slf-loan/),high
ZAF-019,South Africa,OADC Umhlanga (ex-NTT/IS Umhlanga),Durban (Umhlanga),Operational,2005,Colocation/carrier-neutral,African control,Owned by 10 African telecom operators + African Capital Alliance; Mauritius holdco domicile only,Yes,None identified,Open Access Data Centres (WIOCC Group),Private foreign,"Historical largest: Dalkom Somalia Limited, Djibouti Telecom; Recent investors: African Capital Alliance (ACA/CAPE IV ~$75M), IFC (~$30M+), African telcos (Telkom Kenya etc.) - exact % unavailable [Verdant Capital](https://verdant-cap.com/verdant-capital-advises-wiocc-on-usd-80-million-equity-capital-raise/)","African telcos, ACA, IFC [LinkedIn](https://www.linkedin.com/pulse/wiocc-group-secures-additional-usd-65-million-debt-raise-expand-pzfmf)",Holding structure in Mauritius; board control by major shareholders; CEO Chris Wood [Wikipedia](https://en.wikipedia.org/wiki/West_Indian_Ocean_Cable_Company),"Extensive: IFC, Proparco, RMB, EAAIF (PIDG/BII-related), historical AfDB, AFD, KfW, EIB [IFC](https://www.ifc.org/en/pressroom/2024/ifc-proparco-and-rmb-partner-with-wiocc-group-to-expand-digital-infrastructure-in-africa)",,Carriers; enterprises; NTT DATA clients,Mauritius,WIOCC Holding Company Ltd. / WIOCC Group [IFC EWS](https://ewsdata.rightsindevelopment.org/projects/48053-wiocc-slf-loan/),high
ZAF-020,South Africa,OADC Durban DUR1 (Amanzimtoti),Durban (Amanzimtoti),Operational,2021,Colocation/carrier-neutral,African control,Owned by 10 African telecom operators + African Capital Alliance; Mauritius holdco domicile only,Yes,None identified,Open Access Data Centres (WIOCC Group),Private foreign,"Historical largest: Dalkom Somalia Limited, Djibouti Telecom; Recent investors: African Capital Alliance (ACA/CAPE IV ~$75M), IFC (~$30M+), African telcos (Telkom Kenya etc.) - exact % unavailable [Verdant Capital](https://verdant-cap.com/verdant-capital-advises-wiocc-on-usd-80-million-equity-capital-raise/)","African telcos, ACA, IFC [LinkedIn](https://www.linkedin.com/pulse/wiocc-group-secures-additional-usd-65-million-debt-raise-expand-pzfmf)",Holding structure in Mauritius; board control by major shareholders; CEO Chris Wood [Wikipedia](https://en.wikipedia.org/wiki/West_Indian_Ocean_Cable_Company),"Extensive: IFC, Proparco, RMB, EAAIF (PIDG/BII-related), historical AfDB, AFD, KfW, EIB [IFC](https://www.ifc.org/en/pressroom/2024/ifc-proparco-and-rmb-partner-with-wiocc-group-to-expand-digital-infrastructure-in-africa)",500000000,Carriers; enterprises; regional ISPs,Mauritius,WIOCC Holding Company Ltd. / WIOCC Group [IFC EWS](https://ewsdata.rightsindevelopment.org/projects/48053-wiocc-slf-loan/),high
ZAF-021,South Africa,OADC Brackenfell (Cape Town),Cape Town (Brackenfell),Operational,2020,Colocation/carrier-neutral,African control,Owned by 10 African telecom operators + African Capital Alliance; Mauritius holdco domicile only,Yes,None identified,Open Access Data Centres (WIOCC Group),Private foreign,"Historical largest: Dalkom Somalia Limited, Djibouti Telecom; Recent investors: African Capital Alliance (ACA/CAPE IV ~$75M), IFC (~$30M+), African telcos (Telkom Kenya etc.) - exact % unavailable [Verdant Capital](https://verdant-cap.com/verdant-capital-advises-wiocc-on-usd-80-million-equity-capital-raise/)","African telcos, ACA, IFC [LinkedIn](https://www.linkedin.com/pulse/wiocc-group-secures-additional-usd-65-million-debt-raise-expand-pzfmf)",Holding structure in Mauritius; board control by major shareholders; CEO Chris Wood [Wikipedia](https://en.wikipedia.org/wiki/West_Indian_Ocean_Cable_Company),"Extensive: IFC, Proparco, RMB, EAAIF (PIDG/BII-related), historical AfDB, AFD, KfW, EIB [IFC](https://www.ifc.org/en/pressroom/2024/ifc-proparco-and-rmb-partner-with-wiocc-group-to-expand-digital-infrastructure-in-africa)",,Carriers; enterprises,Mauritius,WIOCC Holding Company Ltd. / WIOCC Group [IFC EWS](https://ewsdata.rightsindevelopment.org/projects/48053-wiocc-slf-loan/),high
ZAF-022,South Africa,Equinix JN1 (Johannesburg IBX),Johannesburg (Germiston),Operational,2024,Colocation/carrier-neutral,US control,Equinix Inc (NASDAQ),Yes,None identified,Equinix Inc.,Private foreign,"Vanguard Group (13.64%), BlackRock (10.99%), State Street (6.32%), FMR LLC (2.86%), Cohen & Steers (2.66%) [Yahoo Finance](https://finance.yahoo.com/quote/EQIX/holders/)",,Equity,None recent; pre-2022 AfDB funded MainOne cable (2009),160000000,Cloud providers; financial services; global enterprises,USA,"Equinix, Inc.",high
ZAF-023,South Africa,Vantage JNB1 (Johannesburg I - Waterfall City),Johannesburg (Midrand/Waterfall),Operational,2022,Colocation/carrier-neutral,US control,Vantage / DigitalBridge (US),Yes,None identified,Vantage Data Centers,Private foreign,"DigitalBridge-managed vehicles (lead), Silver Lake, AustralianSuper, GIC, ADIA, others (exact % not disclosed)",,Equity,None found,1000000000,Hyperscalers; cloud providers,,None (privately held by investment vehicles),high
ZAF-024,South Africa,Vantage JNB2 (Johannesburg II - Ekurhuleni),Johannesburg (Germiston/Ekurhuleni),Operational,2024,Colocation/carrier-neutral,US control,Vantage / DigitalBridge (US),Yes,None identified,Vantage Data Centers,Private foreign,"DigitalBridge-managed vehicles (lead), Silver Lake, AustralianSuper, GIC, ADIA, others (exact % not disclosed)",,Equity,None found,1000000000,Hyperscalers; cloud providers,,None (privately held by investment vehicles),high
ZAF-025,South Africa,BCX Midrand NDC1,Johannesburg (Midrand),Operational,2004,Enterprise,African control,African ultimate parent (South Africa),Yes,Construction/Equipment,Business Connexion (BCX),Government / SOE,"1. Government of South Africa (~40.51%), 2. Public Investment Corporation (SOC) Ltd. (~10.25%), 3. Telkom SA SOC Ltd (treasury, ~4.43%), 4. PSG Asset Management (~2.54%), 5. M&G Investment Managers (~2.17%) [MarketScreener Sep 2025](https://www.marketscreener.com/quote/stock/TELKOM-SA-SOC-LTD-1413419/company-shareholders/)",Government of South Africa (40.51%),Majority influence via 40.51% stake + PIC (govt-linked) ~10%; SOC status; likely govt reps on board (e.g. possible via DCDT oversight),"None identified (IFC, DFC, BII, AfDB, Proparco etc. no direct recent involvement)",,Government departments; financial institutions; enterprises,South Africa,Telkom SA SOC Ltd (self),high
ZAF-026,South Africa,BCX Midrand NDC2,Johannesburg (Midrand),Operational,2006,Enterprise,African control,African ultimate parent (South Africa),Yes,Construction/Equipment,Business Connexion (BCX),Government / SOE,"1. Government of South Africa (~40.51%), 2. Public Investment Corporation (SOC) Ltd. (~10.25%), 3. Telkom SA SOC Ltd (treasury, ~4.43%), 4. PSG Asset Management (~2.54%), 5. M&G Investment Managers (~2.17%) [MarketScreener Sep 2025](https://www.marketscreener.com/quote/stock/TELKOM-SA-SOC-LTD-1413419/company-shareholders/)",Government of South Africa (40.51%),Majority influence via 40.51% stake + PIC (govt-linked) ~10%; SOC status; likely govt reps on board (e.g. possible via DCDT oversight),"None identified (IFC, DFC, BII, AfDB, Proparco etc. no direct recent involvement)",,Government departments; financial institutions,South Africa,Telkom SA SOC Ltd (self),high
